item_name,category,menu_price,ingredient_cost,units_sold,month,year,prep_time_minutes,allergens,dietary_tags,day_of_week_avg,time_of_day_peak,weather_impact,promo_active,supplier,customer_rating,returns_complaints,food_cost_pct,margin,cost_warning,slow_prep_flag,low_rating_flag,complaints_flag
Onion Rings,Side,5.99,1.6,405.00,December,2025,12,"Gluten,Eggs",Vegetarian,Saturday,Dinner,Negative,Yes,Sysco,4.5,0,27%,4.39,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,240.00,January,2025,5,Eggs,"Vegetarian,Gluten-Free",Wednesday,Lunch,Neutral,No,Local Farm Co-op,4,2,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,230.00,February,2025,5,Eggs,"Vegetarian,Gluten-Free",Wednesday,Lunch,Negative,No,Local Farm Co-op,4,1,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,250.00,March,2025,5,Eggs,"Vegetarian,Gluten-Free",Thursday,Lunch,Neutral,Yes,Local Farm Co-op,4.1,1,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,260.00,April,2025,5,Eggs,"Vegetarian,Gluten-Free",Wednesday,Lunch,Positive,No,Local Farm Co-op,4.1,2,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,275.00,May,2025,5,Eggs,"Vegetarian,Gluten-Free",Thursday,Lunch,Positive,Yes,Local Farm Co-op,4.2,0,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,290.00,June,2025,5,Eggs,"Vegetarian,Gluten-Free",Wednesday,Lunch,Positive,No,Local Farm Co-op,4.2,1,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,305.00,July,2025,5,Eggs,"Vegetarian,Gluten-Free",Thursday,Lunch,Positive,Yes,Local Farm Co-op,4.3,0,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,295.00,August,2025,5,Eggs,"Vegetarian,Gluten-Free",Thursday,Lunch,Positive,No,Local Farm Co-op,4.2,1,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,270.00,September,2025,5,Eggs,"Vegetarian,Gluten-Free",Wednesday,Lunch,Neutral,No,Local Farm Co-op,4.1,1,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,255.00,October,2025,5,Eggs,"Vegetarian,Gluten-Free",Thursday,Lunch,Neutral,Yes,Local Farm Co-op,4.1,1,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,235.00,November,2025,5,Eggs,"Vegetarian,Gluten-Free",Wednesday,Lunch,Negative,No,Local Farm Co-op,4,2,24%,3.04,OK,OK,OK,OK
Coleslaw,Side,3.99,0.95,280.00,December,2025,5,Eggs,"Vegetarian,Gluten-Free",Thursday,Lunch,Negative,Yes,Local Farm Co-op,4.1,1,24%,3.04,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,390.00,January,2025,15,"Dairy,Gluten",Vegetarian,Friday,Dinner,Neutral,No,Local Cheese Shop,4.6,1,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,370.00,February,2025,15,"Dairy,Gluten",Vegetarian,Friday,Dinner,Negative,No,Local Cheese Shop,4.6,0,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,405.00,March,2025,15,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Neutral,Yes,Local Cheese Shop,4.7,1,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,425.00,April,2025,15,"Dairy,Gluten",Vegetarian,Friday,Dinner,Positive,No,Local Cheese Shop,4.7,0,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,445.00,May,2025,15,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Positive,Yes,Local Cheese Shop,4.8,0,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,470.00,June,2025,15,"Dairy,Gluten",Vegetarian,Friday,Dinner,Positive,No,Local Cheese Shop,4.8,1,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,490.00,July,2025,15,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Positive,Yes,Local Cheese Shop,4.9,0,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,480.00,August,2025,15,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Positive,No,Local Cheese Shop,4.8,0,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,440.00,September,2025,15,"Dairy,Gluten",Vegetarian,Friday,Dinner,Neutral,No,Local Cheese Shop,4.7,1,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,420.00,October,2025,15,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Neutral,Yes,Local Cheese Shop,4.7,0,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,385.00,November,2025,15,"Dairy,Gluten",Vegetarian,Friday,Dinner,Negative,No,Local Cheese Shop,4.6,1,32%,4.39,OK,OK,OK,OK
Mac and Cheese,Side,6.49,2.1,455.00,December,2025,15,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Negative,Yes,Local Cheese Shop,4.7,1,32%,4.39,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,210.00,January,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Neutral,No,Sweet Treats Bakery,4.8,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,200.00,February,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Negative,Yes,Sweet Treats Bakery,4.8,1,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,220.00,March,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,No,Sweet Treats Bakery,4.9,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,230.00,April,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Sweet Treats Bakery,4.9,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,245.00,May,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,No,Sweet Treats Bakery,5,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,260.00,June,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Positive,Yes,Sweet Treats Bakery,5,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,275.00,July,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,No,Sweet Treats Bakery,5,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,265.00,August,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Sweet Treats Bakery,5,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,240.00,September,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,No,Sweet Treats Bakery,4.9,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,225.00,October,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Neutral,Yes,Sweet Treats Bakery,4.9,1,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,205.00,November,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Negative,No,Sweet Treats Bakery,4.8,0,23%,6.19,OK,OK,OK,OK
Chocolate Lava Cake,Dessert,7.99,1.8,250.00,December,2025,8,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Negative,Yes,Sweet Treats Bakery,4.9,0,23%,6.19,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,185.00,January,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,No,Sweet Treats Bakery,4.5,1,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,175.00,February,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Negative,No,Sweet Treats Bakery,4.5,0,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,195.00,March,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Neutral,Yes,Sweet Treats Bakery,4.6,1,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,205.00,April,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Positive,No,Sweet Treats Bakery,4.6,0,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,215.00,May,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Sweet Treats Bakery,4.7,0,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,230.00,June,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Positive,No,Sweet Treats Bakery,4.7,1,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,245.00,July,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Sweet Treats Bakery,4.8,0,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,235.00,August,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,No,Sweet Treats Bakery,4.7,0,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,210.00,September,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,No,Sweet Treats Bakery,4.6,1,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,200.00,October,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Neutral,Yes,Sweet Treats Bakery,4.6,0,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,180.00,November,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Negative,No,Sweet Treats Bakery,4.5,1,26%,6.29,OK,OK,OK,OK
New York Cheesecake,Dessert,8.49,2.2,220.00,December,2025,5,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Negative,Yes,Sweet Treats Bakery,4.6,1,26%,6.29,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,95.00,January,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Neutral,No,Italian Imports Co,4.1,3,28%,6.49,OK,OK,OK,High complaints
Tiramisu,Dessert,8.99,2.5,88.00,February,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Negative,No,Italian Imports Co,4.1,2,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,100.00,March,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,Yes,Italian Imports Co,4.2,2,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,105.00,April,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,No,Italian Imports Co,4.2,1,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,112.00,May,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Italian Imports Co,4.3,1,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,120.00,June,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Positive,No,Italian Imports Co,4.3,0,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,128.00,July,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Italian Imports Co,4.4,1,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,125.00,August,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,No,Italian Imports Co,4.3,1,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,110.00,September,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,No,Italian Imports Co,4.2,2,28%,6.49,OK,OK,OK,OK
Tiramisu,Dessert,8.99,2.5,103.00,October,2025,10,"Dairy,Gluten,Eggs",Vegetarian,Saturday,Dinner,,,,,,28%,6.49,OK,OK,Low rating,OK
